land_area,price,region
7 сот,90000.0,"Тверская область, Осташковский г.о., Осташков"
34 сот,1700000.0,"Кабардино-Балкарская Республика, Баксанский р-н, с. Исламей"
6 сот,850000.0,"Московская область, г.о. Солнечногорск, садоводческое некоммерческое товарищество Природа-2"
2.5 га,6200000.0,"Республика Дагестан, Дербентский р-н, с. Музаим"
6 сот,900000.0,"Московская область, Наро-Фоминский г.о., садовое товарищество Волна"
6 га,250000000.0,"Челябинская область, Челябинск"
6.92 га,1500000.0,"Республика Татарстан, Бугульминский р-н, Бугульма"
8 сот,630000.0,"Ленинградская область, Кировский р-н, Синявинское городское поселение, садоводческий массив Восход, садоводческое некоммерческое товарищество Спектр"
15 сот,600000.0,"Московская область, г.о. Воскресенск, д. Гостилово"
15 сот,700000.0,"Краснодарский край, Северский р-н, станица Смоленская"
